freq,V(vco_out)
258750000,9.841392e-07
260000000,2.025171e-06
261250000,2.040901e-06
262500000,2.332909e-06
263750000,1.095097e-06
265000000,2.595109e-06
266250000,1.888386e-06
267500000,2.356427e-06
268750000,2.687213e-06
270000000,1.276225e-06
271250000,1.694602e-06
272500000,1.793110e-06
273750000,2.000297e-06
275000000,1.582782e-06
276250000,2.281160e-06
277500000,1.549208e-06
278750000,1.385319e-06
280000000,2.009094e-06
281250000,1.587551e-06
282500000,2.014004e-06
283750000,1.086950e-06
285000000,2.315262e-06
286250000,1.181368e-06
287500000,1.982741e-06
288750000,1.215787e-06
290000000,9.689144e-07
291250000,2.305781e-06
292500000,1.212022e-06
293750000,1.163707e-06
295000000,1.079110e-06
296250000,9.796751e-07
297500000,2.960990e-06
298750000,1.582411e-06
300000000,1.236821e-06
301250000,1.892860e-06
302500000,1.554479e-06
303750000,1.779846e-06
305000000,2.026786e-06
306250000,2.598059e-06
307500000,1.134453e-06
308750000,1.730926e-06
310000000,1.328966e-06
311250000,2.215202e-06
312500000,1.607246e-06
313750000,1.365177e-06
315000000,1.703660e-06
316250000,1.596491e-06
317500000,1.742267e-06
318750000,2.225281e-06
320000000,1.799606e-06
321250000,1.898374e-06
322500000,1.286277e-06
323750000,1.876672e-06
325000000,2.171554e-06
326250000,1.185357e-06
327500000,1.492240e-06
328750000,1.838589e-06
330000000,1.505449e-06
331250000,1.469743e-06
332500000,2.543387e-06
333750000,2.022639e-06
335000000,2.466306e-06
336250000,2.013339e-06
337500000,1.423156e-06
338750000,1.254098e-06
340000000,1.107316e-06
341250000,2.157952e-06
342500000,1.148415e-06
343750000,2.467359e-06
345000000,1.533800e-06
346250000,2.291585e-06
347500000,2.239359e-06
348750000,1.795072e-06
350000000,1.007415e-06
351250000,2.077858e-06
352500000,2.674676e-06
353750000,2.155514e-06
355000000,2.666990e-06
356250000,1.712214e-06
357500000,2.120690e-06
358750000,2.364049e-06
360000000,1.840802e-06
361250000,1.334002e-06
362500000,1.830707e-06
363750000,2.051496e-06
365000000,1.869952e-06
366250000,1.309684e-06
367500000,1.664742e-06
368750000,2.094161e-06
370000000,2.135237e-06
371250000,1.383883e-06
372500000,9.956006e-07
373750000,1.601474e-06
375000000,1.768936e-06
376250000,1.488051e-06
377500000,1.779752e-06
378750000,1.396085e-06
380000000,2.126317e-06
381250000,1.473258e-06
382500000,2.049124e-06
383750000,1.425754e-06
385000000,2.335619e-06
386250000,1.831211e-06
387500000,2.326096e-06
388750000,2.664893e-06
390000000,1.271100e-06
391250000,1.836256e-06
392500000,1.999994e-06
393750000,1.912721e-06
395000000,1.437153e-06
396250000,1.648257e-06
397500000,1.613428e-06
398750000,1.993840e-06
400000000,1.185178e-06
401250000,1.633117e-06
402500000,1.849200e-06
403750000,1.999497e-06
405000000,1.353590e-06
406250000,1.546502e-06
407500000,1.385167e-06
408750000,1.191826e-06
410000000,1.241131e-06
411250000,2.352097e-06
412500000,1.937796e-06
413750000,1.456289e-06
415000000,1.315354e-06
416250000,1.788809e-06
417500000,1.837140e-06
418750000,1.546317e-06
420000000,1.542144e-06
421250000,1.167618e-06
422500000,1.797947e-06
423750000,1.111186e-06
425000000,2.475359e-06
426250000,1.911292e-06
427500000,2.186844e-06
428750000,2.653835e-06
430000000,2.688581e-06
431250000,1.227740e-06
432500000,1.639074e-06
433750000,1.206077e-06
435000000,2.282638e-06
436250000,1.738005e-06
437500000,1.401902e-06
438750000,1.431938e-06
440000000,1.583947e-06
441250000,2.442760e-06
442500000,1.956539e-06
443750000,2.158010e-06
445000000,2.228302e-06
446250000,1.226323e-06
447500000,2.575068e-06
448750000,1.482517e-06
450000000,1.394925e-06
451250000,1.808814e-06
452500000,1.451750e-06
453750000,1.410026e-06
455000000,1.310525e-06
456250000,1.732918e-06
457500000,1.646209e-06
458750000,1.851711e-06
460000000,1.731032e-06
461250000,1.693047e-06
462500000,2.202176e-06
463750000,1.356871e-06
465000000,1.160338e-06
466250000,2.570194e-06
467500000,1.092934e-06
468750000,1.843320e-06
470000000,2.391438e-06
471250000,1.842101e-06
472500000,2.775084e-06
473750000,2.034377e-06
475000000,2.042529e-06
476250000,1.160370e-06
477500000,1.123120e-06
478750000,1.693704e-06
480000000,1.933753e-06
481250000,2.242776e-06
482500000,1.885724e-06
483750000,1.596919e-06
485000000,2.570762e-06
486250000,1.672972e-06
487500000,2.587782e-06
488750000,2.402555e-06
490000000,1.792799e-06
491250000,1.593326e-06
492500000,1.671957e-06
493750000,1.945050e-06
495000000,1.649342e-06
496250000,1.836679e-06
497500000,2.512305e-06
498750000,2.943891e-06
500000000,1.319502e-06
501250000,1.098025e-06
502500000,2.086423e-06
503750000,1.773823e-06
505000000,1.741581e-06
506250000,1.948588e-06
507500000,1.814063e-06
508750000,1.507171e-06
510000000,1.460582e-06
511250000,2.176952e-06
512500000,1.285662e-06
513750000,2.910723e-06
515000000,1.477737e-06
516250000,1.707308e-06
517500000,1.785955e-06
518750000,1.334800e-06
520000000,2.832923e-06
521250000,1.219672e-06
522500000,1.541792e-06
523750000,2.061672e-06
525000000,1.948515e-06
526250000,1.282769e-06
527500000,1.722851e-06
528750000,1.794669e-06
530000000,2.130128e-06
531250000,1.495138e-06
532500000,2.100406e-06
533750000,1.390187e-06
535000000,1.871464e-06
536250000,2.947494e-06
537500000,1.410834e-06
538750000,1.992249e-06
540000000,1.618263e-06
541250000,1.422572e-06
542500000,2.356654e-06
543750000,2.107903e-06
545000000,1.331565e-06
546250000,2.251859e-06
547500000,1.893714e-06
548750000,2.487423e-06
550000000,2.181011e-06
551250000,1.879938e-06
552500000,2.237306e-06
553750000,2.109835e-06
555000000,1.531958e-06
556250000,1.932122e-06
557500000,1.881417e-06
558750000,2.014288e-06
560000000,1.762372e-06
561250000,1.928727e-06
562500000,2.100804e-06
563750000,2.027107e-06
565000000,1.947469e-06
566250000,1.982109e-06
567500000,1.918061e-06
568750000,1.213389e-06
570000000,3.752815e-06
571250000,2.569120e-06
572500000,1.717996e-06
573750000,2.337316e-06
575000000,2.866599e-06
576250000,2.919497e-06
577500000,1.961308e-06
578750000,2.958979e-06
580000000,1.613125e-06
581250000,2.772791e-06
582500000,1.175210e-06
583750000,2.432032e-06
585000000,1.938701e-06
586250000,2.529731e-06
587500000,2.006067e-06
588750000,1.501732e-06
590000000,1.814446e-06
591250000,1.409707e-06
592500000,2.281207e-06
593750000,1.525210e-06
595000000,1.272293e-06
596250000,1.609915e-06
597500000,2.636679e-06
598750000,2.072306e-06
600000000,1.326097e-06
601250000,2.023633e-06
602500000,1.505955e-06
603750000,3.272981e-06
605000000,1.441694e-06
606250000,1.934098e-06
607500000,1.607967e-06
608750000,2.198430e-06
610000000,2.347517e-06
611250000,2.425194e-06
612500000,1.595965e-06
613750000,2.118946e-06
615000000,1.992325e-06
616250000,2.262755e-06
617500000,1.510670e-06
618750000,3.171722e-06
620000000,1.349837e-06
621250000,2.695487e-06
622500000,1.523241e-06
623750000,2.551940e-06
625000000,2.289978e-06
626250000,1.454565e-06
627500000,3.025884e-06
628750000,2.652877e-06
630000000,1.283711e-06
631250000,2.304894e-06
632500000,2.236630e-06
633750000,1.646283e-06
635000000,2.496215e-06
636250000,2.914439e-06
637500000,1.538740e-06
638750000,1.914498e-06
640000000,2.601784e-06
641250000,2.504008e-06
642500000,2.025941e-06
643750000,1.629176e-06
645000000,1.251504e-06
646250000,1.938676e-06
647500000,1.659127e-06
648750000,1.400589e-06
650000000,1.886346e-06
651250000,2.264064e-06
652500000,2.290757e-06
653750000,1.816227e-06
655000000,1.332019e-06
656250000,2.086144e-06
657500000,1.862465e-06
658750000,1.911410e-06
660000000,2.222736e-06
661250000,1.335229e-06
662500000,2.360427e-06
663750000,1.925901e-06
665000000,1.818097e-06
666250000,2.944828e-06
667500000,2.450264e-06
668750000,1.207908e-06
670000000,1.600093e-06
671250000,2.057592e-06
672500000,1.796331e-06
673750000,1.864447e-06
675000000,1.777329e-06
676250000,1.840929e-06
677500000,2.092759e-06
678750000,1.747753e-06
680000000,2.417522e-06
681250000,2.483965e-06
682500000,2.138211e-06
683750000,1.906488e-06
685000000,2.750463e-06
686250000,2.236309e-06
687500000,2.356849e-06
688750000,2.293351e-06
690000000,2.025487e-06
691250000,2.533611e-06
692500000,2.591859e-06
693750000,1.789660e-06
695000000,2.159564e-06
696250000,3.707059e-06
697500000,2.053229e-06
698750000,2.184184e-06
700000000,2.479798e-06
701250000,1.875264e-06
702500000,1.655709e-06
703750000,1.633987e-06
705000000,1.477030e-06
706250000,1.526200e-06
707500000,2.156062e-06
708750000,1.711572e-06
710000000,1.944824e-06
711250000,2.529235e-06
712500000,2.063654e-06
713750000,2.318265e-06
715000000,2.042239e-06
716250000,2.842503e-06
717500000,1.692490e-06
718750000,2.288488e-06
720000000,1.494956e-06
721250000,2.605553e-06
722500000,1.933180e-06
723750000,2.241957e-06
725000000,1.637243e-06
726250000,2.675160e-06
727500000,1.828720e-06
728750000,2.974007e-06
730000000,1.821668e-06
731250000,2.581008e-06
732500000,2.828408e-06
733750000,2.620069e-06
735000000,2.909960e-06
736250000,1.773594e-06
737500000,1.567392e-06
738750000,2.019875e-06
740000000,1.847515e-06
741250000,2.091565e-06
742500000,2.122041e-06
743750000,2.440246e-06
745000000,2.248689e-06
746250000,1.925566e-06
747500000,2.187242e-06
748750000,2.451313e-06
750000000,2.065484e-06
751250000,2.743618e-06
752500000,2.562743e-06
753750000,2.138479e-06
755000000,3.520897e-06
756250000,1.783637e-06
757500000,3.224429e-06
758750000,1.688353e-06
760000000,2.426096e-06
761250000,1.986901e-06
762500000,2.383982e-06
763750000,2.502250e-06
765000000,1.440349e-06
766250000,2.274793e-06
767500000,2.232029e-06
768750000,2.071163e-06
770000000,2.494562e-06
771250000,2.178724e-06
772500000,1.854443e-06
773750000,1.558279e-06
775000000,3.048945e-06
776250000,2.692011e-06
777500000,1.838637e-06
778750000,2.842568e-06
780000000,2.171350e-06
781250000,2.703320e-06
782500000,2.294381e-06
783750000,3.068516e-06
785000000,1.924652e-06
786250000,2.999765e-06
787500000,3.232190e-06
788750000,3.020009e-06
790000000,2.204059e-06
791250000,1.437337e-06
792500000,2.266023e-06
793750000,3.223407e-06
795000000,2.240071e-06
796250000,2.033436e-06
797500000,2.554600e-06
798750000,2.373017e-06
800000000,1.786312e-06
801250000,2.576628e-06
802500000,2.275825e-06
803750000,2.901124e-06
805000000,1.680567e-06
806250000,1.656834e-06
807500000,2.089187e-06
808750000,2.805558e-06
810000000,3.420395e-06
811250000,2.298402e-06
812500000,2.131841e-06
813750000,3.211772e-06
815000000,2.830604e-06
816250000,2.165925e-06
817500000,2.813125e-06
818750000,2.441671e-06
820000000,2.206529e-06
821250000,2.506986e-06
822500000,2.493282e-06
823750000,2.291940e-06
825000000,2.339641e-06
826250000,2.105668e-06
827500000,2.081264e-06
828750000,2.001074e-06
830000000,1.625794e-06
831250000,3.494063e-06
832500000,2.475271e-06
833750000,2.185507e-06
835000000,1.943292e-06
836250000,2.575582e-06
837500000,2.261469e-06
838750000,2.786799e-06
840000000,2.094336e-06
841250000,3.004428e-06
842500000,1.868921e-06
843750000,3.081309e-06
845000000,1.905435e-06
846250000,1.989581e-06
847500000,1.557531e-06
848750000,2.370216e-06
850000000,2.204151e-06
851250000,2.961270e-06
852500000,1.563412e-06
853750000,3.216049e-06
855000000,2.695266e-06
856250000,2.062246e-06
857500000,1.672294e-06
858750000,2.246525e-06
860000000,2.084308e-06
861250000,2.952956e-06
862500000,2.157459e-06
863750000,3.124959e-06
865000000,2.803384e-06
866250000,2.578894e-06
867500000,1.935970e-06
868750000,2.250019e-06
870000000,1.938760e-06
871250000,2.392841e-06
872500000,2.437206e-06
873750000,2.551541e-06
875000000,1.920664e-06
876250000,3.290632e-06
877500000,2.553452e-06
878750000,2.359521e-06
880000000,1.981614e-06
881250000,2.377017e-06
882500000,1.685838e-06
883750000,2.032112e-06
885000000,2.182954e-06
886250000,2.285229e-06
887500000,3.128848e-06
888750000,2.031134e-06
890000000,2.081149e-06
891250000,2.285863e-06
892500000,2.833078e-06
893750000,2.295481e-06
895000000,2.347969e-06
896250000,2.398980e-06
897500000,1.891157e-06
898750000,2.530479e-06
900000000,1.910957e-06
901250000,2.383527e-06
902500000,2.483310e-06
903750000,3.044737e-06
905000000,2.317835e-06
906250000,2.395784e-06
907500000,2.361924e-06
908750000,2.114122e-06
910000000,2.074281e-06
911250000,1.690590e-06
912500000,4.007469e-06
913750000,2.226834e-06
915000000,2.682193e-06
916250000,2.669804e-06
917500000,2.747116e-06
918750000,2.364293e-06
920000000,2.235740e-06
921250000,2.074921e-06
922500000,2.882991e-06
923750000,1.849711e-06
925000000,1.984905e-06
926250000,2.177073e-06
927500000,2.603443e-06
928750000,2.099463e-06
930000000,2.915137e-06
931250000,2.861350e-06
932500000,2.478038e-06
933750000,2.908890e-06
935000000,2.300973e-06
936250000,2.234765e-06
937500000,2.675071e-06
938750000,3.015575e-06
940000000,2.014307e-06
941250000,2.660662e-06
942500000,1.860403e-06
943750000,2.560836e-06
945000000,2.513858e-06
946250000,2.410003e-06
947500000,2.507644e-06
948750000,3.588783e-06
950000000,2.308525e-06
951250000,2.774662e-06
952500000,2.719341e-06
953750000,2.545225e-06
955000000,2.980564e-06
956250000,2.391947e-06
957500000,2.662002e-06
958750000,3.166657e-06
960000000,2.731135e-06
961250000,3.129368e-06
962500000,2.431278e-06
963750000,2.007437e-06
965000000,2.899453e-06
966250000,3.117437e-06
967500000,2.874583e-06
968750000,2.308433e-06
970000000,3.086367e-06
971250000,2.486649e-06
972500000,2.458442e-06
973750000,2.657311e-06
975000000,2.795547e-06
976250000,2.858435e-06
977500000,3.236642e-06
978750000,2.527100e-06
980000000,2.858108e-06
981250000,2.616888e-06
982500000,3.581316e-06
983750000,2.303591e-06
985000000,3.682318e-06
986250000,2.514971e-06
987500000,2.474333e-06
988750000,3.477471e-06
990000000,3.070899e-06
991250000,3.132313e-06
992500000,1.958611e-06
993750000,2.419053e-06
995000000,3.020796e-06
996250000,2.476537e-06
997500000,2.545243e-06
998750000,2.100319e-06
1e+09,2.190692e-06
1.00125e+09,2.294717e-06
1.0025e+09,3.100066e-06
1.00375e+09,2.566476e-06
1.005e+09,2.749150e-06
1.00625e+09,2.820937e-06
1.0075e+09,2.616823e-06
1.00875e+09,2.873969e-06
1.01e+09,3.012409e-06
1.01125e+09,2.590911e-06
1.0125e+09,2.385692e-06
1.01375e+09,2.648377e-06
1.015e+09,3.972112e-06
1.01625e+09,3.524314e-06
1.0175e+09,2.661958e-06
1.01875e+09,3.692825e-06
1.02e+09,3.591202e-06
1.02125e+09,3.730961e-06
1.0225e+09,2.613646e-06
1.02375e+09,2.149993e-06
1.025e+09,2.617607e-06
1.02625e+09,2.557689e-06
1.0275e+09,3.536846e-06
1.02875e+09,2.424760e-06
1.03e+09,2.308505e-06
1.03125e+09,2.909315e-06
1.0325e+09,2.690569e-06
1.03375e+09,2.542707e-06
1.035e+09,2.689192e-06
1.03625e+09,3.151320e-06
1.0375e+09,2.563686e-06
1.03875e+09,3.160575e-06
1.04e+09,2.513757e-06
1.04125e+09,4.045522e-06
1.0425e+09,2.219087e-06
1.04375e+09,3.192293e-06
1.045e+09,2.588914e-06
1.04625e+09,2.434413e-06
1.0475e+09,2.083465e-06
1.04875e+09,3.840477e-06
1.05e+09,3.697130e-06
1.05125e+09,2.686201e-06
1.0525e+09,3.086805e-06
1.05375e+09,2.225180e-06
1.055e+09,2.816430e-06
1.05625e+09,2.075536e-06
1.0575e+09,2.390864e-06
1.05875e+09,2.928852e-06
1.06e+09,3.724709e-06
1.06125e+09,2.742990e-06
1.0625e+09,3.115464e-06
1.06375e+09,2.661470e-06
1.065e+09,2.826360e-06
1.06625e+09,2.059031e-06
1.0675e+09,3.088419e-06
1.06875e+09,2.302980e-06
1.07e+09,2.328139e-06
1.07125e+09,2.721550e-06
1.0725e+09,2.710257e-06
1.07375e+09,3.031680e-06
1.075e+09,2.238831e-06
1.07625e+09,2.351097e-06
1.0775e+09,2.599328e-06
1.07875e+09,2.922452e-06
1.08e+09,2.452651e-06
1.08125e+09,2.903349e-06
1.0825e+09,3.093737e-06
1.08375e+09,3.584156e-06
1.085e+09,2.604230e-06
1.08625e+09,2.900642e-06
1.0875e+09,2.923788e-06
1.08875e+09,2.969795e-06
1.09e+09,2.598609e-06
1.09125e+09,2.575099e-06
1.0925e+09,2.760401e-06
1.09375e+09,2.267509e-06
1.095e+09,2.424420e-06
1.09625e+09,2.343866e-06
1.0975e+09,3.174651e-06
1.09875e+09,3.036336e-06
1.1e+09,2.698229e-06
1.10125e+09,3.353963e-06
1.1025e+09,2.485763e-06
1.10375e+09,3.351786e-06
1.105e+09,3.136229e-06
1.10625e+09,3.365452e-06
1.1075e+09,2.508546e-06
1.10875e+09,3.383112e-06
1.11e+09,3.736450e-06
1.11125e+09,3.093483e-06
1.1125e+09,2.240202e-06
1.11375e+09,3.441029e-06
1.115e+09,3.027675e-06
1.11625e+09,2.732940e-06
1.1175e+09,3.036401e-06
1.11875e+09,3.155500e-06
1.12e+09,2.557030e-06
1.12125e+09,3.435781e-06
1.1225e+09,3.084253e-06
1.12375e+09,2.342025e-06
1.125e+09,3.455415e-06
1.12625e+09,2.604396e-06
1.1275e+09,4.284349e-06
1.12875e+09,2.905441e-06
1.13e+09,3.280173e-06
1.13125e+09,2.549111e-06
1.1325e+09,2.999033e-06
1.13375e+09,3.499849e-06
1.135e+09,2.410451e-06
1.13625e+09,3.889843e-06
1.1375e+09,2.457095e-06
1.13875e+09,3.189903e-06
1.14e+09,3.235792e-06
1.14125e+09,2.676938e-06
1.1425e+09,2.449250e-06
1.14375e+09,3.079152e-06
1.145e+09,2.730717e-06
1.14625e+09,3.433722e-06
1.1475e+09,2.833591e-06
1.14875e+09,3.298040e-06
1.15e+09,2.721930e-06
1.15125e+09,2.558747e-06
1.1525e+09,3.190983e-06
1.15375e+09,3.080185e-06
1.155e+09,2.923485e-06
1.15625e+09,2.788054e-06
1.1575e+09,2.872995e-06
1.15875e+09,2.838010e-06
1.16e+09,3.848128e-06
1.16125e+09,3.349322e-06
1.1625e+09,3.890450e-06
1.16375e+09,3.746849e-06
1.165e+09,3.064556e-06
1.16625e+09,3.468942e-06
1.1675e+09,3.092037e-06
1.16875e+09,3.922007e-06
1.17e+09,3.402277e-06
1.17125e+09,2.996429e-06
1.1725e+09,2.863334e-06
1.17375e+09,2.545854e-06
1.175e+09,3.209275e-06
1.17625e+09,4.021155e-06
1.1775e+09,2.809358e-06
1.17875e+09,3.126655e-06
1.18e+09,3.247873e-06
1.18125e+09,3.068549e-06
1.1825e+09,3.617046e-06
1.18375e+09,2.429211e-06
1.185e+09,3.119045e-06
1.18625e+09,3.006062e-06
1.1875e+09,3.260506e-06
1.18875e+09,3.523005e-06
1.19e+09,3.473016e-06
1.19125e+09,2.685600e-06
1.1925e+09,3.872718e-06
1.19375e+09,2.816162e-06
1.195e+09,2.805733e-06
1.19625e+09,3.144759e-06
1.1975e+09,3.262345e-06
1.19875e+09,3.864280e-06
1.2e+09,2.982273e-06
1.20125e+09,2.982497e-06
1.2025e+09,3.606607e-06
1.20375e+09,3.255019e-06
1.205e+09,3.689452e-06
1.20625e+09,3.111250e-06
1.2075e+09,3.219190e-06
1.20875e+09,2.637490e-06
1.21e+09,3.695614e-06
1.21125e+09,2.925710e-06
1.2125e+09,3.027766e-06
1.21375e+09,3.165288e-06
1.215e+09,2.946070e-06
1.21625e+09,4.223938e-06
1.2175e+09,2.798749e-06
1.21875e+09,3.537663e-06
1.22e+09,3.477898e-06
1.22125e+09,2.804752e-06
1.2225e+09,3.361920e-06
1.22375e+09,3.095514e-06
1.225e+09,2.834949e-06
1.22625e+09,4.047120e-06
1.2275e+09,3.057510e-06
1.22875e+09,3.553857e-06
1.23e+09,3.647486e-06
1.23125e+09,2.951872e-06
1.2325e+09,3.838492e-06
1.23375e+09,2.675296e-06
1.235e+09,4.086497e-06
1.23625e+09,3.308584e-06
1.2375e+09,3.131021e-06
1.23875e+09,3.690163e-06
1.24e+09,2.727283e-06
1.24125e+09,3.147864e-06
1.2425e+09,3.641732e-06
1.24375e+09,3.131777e-06
1.245e+09,4.045221e-06
1.24625e+09,3.514549e-06
1.2475e+09,3.412060e-06
1.24875e+09,3.195701e-06
1.25e+09,3.436439e-06
1.25125e+09,4.805699e-06
1.2525e+09,3.095850e-06
1.25375e+09,3.828635e-06
1.255e+09,3.470403e-06
1.25625e+09,3.047629e-06
1.2575e+09,3.247087e-06
1.25875e+09,3.986643e-06
1.26e+09,3.091059e-06
1.26125e+09,3.563637e-06
1.2625e+09,3.802885e-06
1.26375e+09,3.041198e-06
1.265e+09,3.625162e-06
1.26625e+09,3.343581e-06
1.2675e+09,4.833478e-06
1.26875e+09,4.085343e-06
1.27e+09,3.039915e-06
1.27125e+09,3.217465e-06
1.2725e+09,3.678674e-06
1.27375e+09,3.031243e-06
1.275e+09,3.233974e-06
1.27625e+09,4.338362e-06
1.2775e+09,3.655787e-06
1.27875e+09,3.689788e-06
1.28e+09,3.174669e-06
1.28125e+09,4.630430e-06
1.2825e+09,4.771897e-06
1.28375e+09,3.613643e-06
1.285e+09,4.564327e-06
1.28625e+09,3.346986e-06
1.2875e+09,3.315958e-06
1.28875e+09,4.057918e-06
1.29e+09,3.191138e-06
1.29125e+09,4.433591e-06
1.2925e+09,4.694338e-06
1.29375e+09,3.350837e-06
1.295e+09,3.192281e-06
1.29625e+09,3.893866e-06
1.2975e+09,3.368623e-06
1.29875e+09,4.719333e-06
1.3e+09,4.518275e-06
1.30125e+09,3.461363e-06
1.3025e+09,3.297181e-06
1.30375e+09,3.482842e-06
1.305e+09,3.466591e-06
1.30625e+09,3.488266e-06
1.3075e+09,3.459550e-06
1.30875e+09,3.750672e-06
1.31e+09,4.618547e-06
1.31125e+09,3.290925e-06
1.3125e+09,3.348861e-06
1.31375e+09,4.563538e-06
1.315e+09,3.750293e-06
1.31625e+09,5.205311e-06
1.3175e+09,4.758466e-06
1.31875e+09,3.611419e-06
1.32e+09,4.705250e-06
1.32125e+09,3.507979e-06
1.3225e+09,3.946067e-06
1.32375e+09,3.628007e-06
1.325e+09,3.834889e-06
1.32625e+09,3.668333e-06
1.3275e+09,4.391758e-06
1.32875e+09,3.903961e-06
1.33e+09,4.654872e-06
1.33125e+09,4.318140e-06
1.3325e+09,3.634598e-06
1.33375e+09,4.443865e-06
1.335e+09,4.370052e-06
1.33625e+09,3.208823e-06
1.3375e+09,4.291948e-06
1.33875e+09,4.645373e-06
1.34e+09,4.311101e-06
1.34125e+09,3.785553e-06
1.3425e+09,4.337949e-06
1.34375e+09,3.384501e-06
1.345e+09,4.780608e-06
1.34625e+09,4.750958e-06
